FID,ROADWAY,ROAD_SIDE,OFFSET_DIR,BEGIN_POST,END_POST,SPEED,Shape_Leng,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
6927,72100000,C, ,5.682,6.194,40,824.6695,2,72,Duval,2,824.66953094821
6928,48050000,C, ,6.2,6.991,45,1278.6757,3,48,Escambia,3,1278.67573783126
6929,59060000,C, ,18.535,19.463,45,1494.2972,3,59,Wakulla,3,1494.29724655703
6930,36000011,C, ,0,0.626,45,1002.1693,5,36,Marion,5,1002.16928302506
6931,72220000,C, ,0.235,0.695,40,739.4099,2,72,Duval,2,739.40987573812
6932,79516000,C, ,0,0.956,45,1542.4379,5,79,Volusia,5,1542.43794788885
6933,89000041,C, ,0.824,1.579,25,1216.3857,4,89,Martin,4,1216.38566976049
6934,49010000,C, ,5.163,6.11,45,1524.6377,3,49,Franklin,3,1524.63774932169
6935,58550000,C, ,0,0.245,15,395.369,3,58,Santa Rosa,3,395.369021713562
6936,52010000,C, ,12.537,13,45,746.7891,3,52,Holmes,3,746.789100348336
6937,86005000,C, ,0,1.191,35,1933.7492,4,86,Broward,4,1933.74918446342
6938,88070000,C, ,9.956,11.85,45,3048.1912,4,88,Indian River,4,3048.19122033193
6939,16000179,C, ,0,0.096,25,154.6578,1,16,Polk,1,154.657810953555
6940,89030000,C, ,21.661,22.682,35,1643.951,4,89,Martin,4,1643.95104989205
6941,16160000,C, ,7.71,9.275,55,2512.9137,1,16,Polk,1,2512.91373142282
6942,15500000,C, ,0.4,1.026,25,1008.592,7,15,Pinellas,7,1008.59204157101
6943,32040000,C, ,0.528,0.717,55,304.2438,2,32,Hamilton,2,304.243817466377
6944,72580000,C, ,0,2.592,35,4155.6245,2,72,Duval,2,4155.62448705211
6945,16020000,C, ,22.089,22.669,30,933.7506,1,16,Polk,1,933.750581317864
6946,72070000,C, ,17.058,17.294,35,379.8235,2,72,Duval,2,379.823513842858
6947,16030000,C, ,15.948,16.73,50,1259.9452,1,16,Polk,1,1259.94521251547
6948,16090000,C, ,28.895,29.264,30,593.8708,1,16,Polk,1,593.870826680309
6949,06010000,C, ,20.383,21.5,40,1798.5529,1,06,Hardee,1,1798.5528973107
6950,59510000,C, ,0.923,5.712,55,7716.5836,3,59,Wakulla,3,7716.58361163013
6951,36000025,C, ,0.988,2,40,1621.7241,5,36,Marion,5,1621.72414416649
6952,10000371,C, ,0,1.505,35,2421.5808,7,10,Hillsborough,7,2421.58081955369
6953,10000222,C, ,0,2.188,45,3522.2417,7,10,Hillsborough,7,3522.2416592074
6954,72590000,C, ,2.2,2.41,35,337.6362,2,72,Duval,2,337.636242450003
6955,10000063,C, ,0,1.983,30,3192.829,7,10,Hillsborough,7,3192.82899884189
6956,72090000,C, ,10.55,10.819,55,432.7097,2,72,Duval,2,432.709700778344
6957,48040000,C, ,12.275,13.5,55,1979.8211,3,48,Escambia,3,1979.82111565044
6958,59010000,C, ,0,0.3,45,482.5662,3,59,Wakulla,3,482.566179368226
6959,36000034,C, ,0.8,1.546,30,1196.93,5,36,Marion,5,1196.92999898473
6960,72250000,C, ,0.189,10.7,45,16892.0888,2,72,Duval,2,16892.088781748
6961,86000050,C, ,0.809,1.07,35,421.3652,4,86,Broward,4,421.365248022295
6962,86000152,C, ,1.244,1.483,30,383.822,4,86,Broward,4,383.822009070694
6963,49580100,C, ,0.18,0.249,45,110.6715,3,49,Franklin,3,110.671506420026
6964,58550000,C, ,0.245,0.455,20,338.8627,3,58,Santa Rosa,3,338.862652831205
6965,52010000,C, ,6.81,6.96,45,242.0519,3,52,Holmes,3,242.051891631719
6966,86033501,R, ,0,1.222,35,1963.071,4,86,Broward,4,1963.07101225181
6967,88503000,C, ,0,3.619,45,5817.2809,4,88,Indian River,4,5817.28091733656
6968,51030000,C, ,9.368,11.131,55,2841.4541,3,51,Gulf,3,2841.45411587594
6969,16000133,C, ,0,1.028,25,1691.323,1,16,Polk,1,1691.32296823096
6970,89030000,C, ,25.328,26.114,25,1265.4535,4,89,Martin,4,1265.45352370707
6971,16140000,C, ,3.124,4.266,35,1837.9305,1,16,Polk,1,1837.93047913189
6972,48070000,C, ,0,0.448,35,725.1603,3,48,Escambia,3,725.160267074514
6973,48000106,C, ,0.067,0.538,25,758.8278,3,48,Escambia,3,758.827751029333
6974,10000362,C, ,0,1.304,30,2097.9687,7,10,Hillsborough,7,2097.96866562697
6975,72300000,C, ,0,0.385,30,624.1083,2,72,Duval,2,624.108348761716
6976,16020000,C, ,21.818,22.089,40,436.4543,1,16,Polk,1,436.454335940188
6977,72070443,C, ,0.105,1.559,30,2347.8828,2,72,Duval,2,2347.88280466867
6978,16030000,C, ,17.504,17.918,35,667.1355,1,16,Polk,1,667.135533762823
6979,16090000,C, ,29.426,31.302,45,3019.0455,1,16,Polk,1,3019.04552360656
6980,06010000,C, ,9.375,9.953,55,930.7418,1,06,Hardee,1,930.741769755615
6981,59110000,C, ,5.369,9.595,60,6801.8339,3,59,Wakulla,3,6801.83389463455
6982,35513000,C, ,0,10.399,55,16734.6911,2,35,Madison,2,16734.6911241534
6983,10000603,C, ,0,4.229,45,6796.345,7,10,Hillsborough,7,6796.34495640043
6984,72170000,C, ,4.838,7.429,40,4167.4614,2,72,Duval,2,4167.4613659184
6985,86000001,C, ,0,7.487,45,12054.6748,4,86,Broward,4,12054.6748286273
6986,10000170,C, ,0,1.055,45,1710.1143,7,10,Hillsborough,7,1710.1143006942
6987,16300101,C, ,0,0.575,40,928.0645,1,16,Polk,1,928.064453193091
6988,36000078,C, ,0,4.206,35,6767.324,5,36,Marion,5,6767.32395948797
6989,17130000,C, ,0.927,1.6,40,1081.9578,1,17,Sarasota,1,1081.9578321624
6990,86010500,C, ,0,0.248,25,416.3494,4,86,Broward,4,416.349417583404
6991,10000020,C, ,1.534,1.792,40,413.8119,7,10,Hillsborough,7,413.811876127525
6992,16160000,C, ,6.285,7.049,55,1226.7606,1,16,Polk,1,1226.76064527757
6993,48130000,C, ,22.17,22.507,45,542.3242,3,48,Escambia,3,542.324154167397
6994,31562000,C, ,4.282,9.791,55,8864.0937,2,31,Gilchrist,2,8864.09367472415
6995,16004000,C, ,0.449,0.525,40,121.7638,1,16,Polk,1,121.763766323605
6996,72050000,C, ,7.428,7.699,30,437.0255,2,72,Duval,2,437.025507880815
6997,16030000,C, ,0.063,0.232,45,272.2888,1,16,Polk,1,272.288833626512
6998,10000612,C, ,0,0.228,40,378.2399,7,10,Hillsborough,7,378.239935792998
6999,05010000,C, ,6.948,28.938,65,35405.7359,1,05,Glades,1,35405.7358943272
7000,58050000,C, ,19.67,20.67,45,1615.8369,3,58,Santa Rosa,3,1615.836943908
7001,35050000,C, ,11.647,11.797,45,241.5187,2,35,Madison,2,241.518734721937
7002,17000047,C, ,0,0.66,40,1059.9296,1,17,Sarasota,1,1059.92964505185
7003,10000504,C, ,5.299,8.36,40,4935.9984,7,10,Hillsborough,7,4935.99837043421
7004,50510000,C, ,11.481,12.059,45,931.1287,3,50,Gadsden,3,931.128687618957
7005,86000005,C, ,0,0.495,25,797.3474,4,86,Broward,4,797.347361917879
7006,10000125,C, ,3.58,4.033,35,729.7481,7,10,Hillsborough,7,729.748132657861
7007,16300000,C, ,0,0.672,40,1078.7768,1,16,Polk,1,1078.7767581665
7008,10000026,C, ,2.07,2.39,25,513.4683,7,10,Hillsborough,7,513.468339048197
7009,09521000,C, ,0,1.205,45,1943.3506,1,09,Highlands,1,1943.35055708509
7010,86000506,C, ,0.169,0.349,25,284.3615,4,86,Broward,4,284.361525254987
7011,10000090,C, ,0,3.454,40,5526.4037,7,10,Hillsborough,7,5526.40366436991
7012,72140000,C, ,0.6,1.43,45,1336.0944,2,72,Duval,2,1336.09444674716
7013,48040000,C, ,4.687,7.4,45,4384.5746,3,48,Escambia,3,4384.57462035835
7014,59010000,C, ,4.867,4.988,45,194.637,3,59,Wakulla,3,194.637005572924
7015,36000163,C, ,0,1.191,30,1915.9985,5,36,Marion,5,1915.99846293309
7016,16000111,C, ,0.565,1.098,30,851.1103,1,16,Polk,1,851.110281051251
7017,09620001,C, ,0.246,1.127,45,1410.4135,1,09,Highlands,1,1410.41349887788
7018,49010000,C, ,26.622,27.202,45,933.7537,3,49,Franklin,3,933.753687540138
7019,16030000,C, ,28.896,29.132,25,380.1786,1,16,Polk,1,380.178557817464
7020,58620000,C, ,7.57,9.426,45,2997.4005,3,58,Santa Rosa,3,2997.40052807194
7021,17000039,C, ,2.036,2.545,45,820.0186,1,17,Sarasota,1,820.018634828916
7022,10000632,C, ,0,1.318,45,2121.4738,7,10,Hillsborough,7,2121.47376465036
7023,88550000,C, ,3.535,4.041,35,814.1735,4,88,Indian River,4,814.173459694861
7024,51020000,C, ,0.454,1.001,35,881.4017,3,51,Gulf,3,881.401723621344
7025,16100000,C, ,2.233,3.252,45,1639.9538,1,16,Polk,1,1639.95376910487
7026,10000220,C, ,0.518,5.124,45,7424.7555,7,10,Hillsborough,7,7424.75553098565
7027,16210000,C, ,0,1.321,40,2127.2618,1,16,Polk,1,2127.26179404392
7028,10000040,C, ,1.722,2.301,40,934.7733,7,10,Hillsborough,7,934.773320423335
7029,48000070,C, ,0.286,0.913,30,1008.354,3,48,Escambia,3,1008.35398426984
7030,10000375,C, ,1.481,2.23,35,1204.8834,7,10,Hillsborough,7,1204.88343808343
7031,72504000,C, ,1.886,3.167,45,2059.3985,2,72,Duval,2,2059.39849607017
7032,10000085,C, ,0,0.445,30,711.184,7,10,Hillsborough,7,711.184034290261
7033,72100000,C, ,14.5,19.84,35,8601.0416,2,72,Duval,2,8601.04155745086
7034,48040000,C, ,10.4,11.2,45,1292.9353,3,48,Escambia,3,1292.93525066962
7035,59540001,C, ,0,1.256,25,2022.1292,3,59,Wakulla,3,2022.1292061226
7036,36000053,C, ,0,1.074,45,1730.0521,5,36,Marion,5,1730.05206603371
7037,72220000,C, ,0.695,2.475,55,2861.2406,2,72,Duval,2,2861.24062465728
7038,88580000,C, ,3.325,3.794,30,755.0497,4,88,Indian River,4,755.049720772394
7039,49010000,C, ,27.202,27.703,45,806.4848,3,49,Franklin,3,806.484771776039
7040,36000138,C, ,3.923,4.05,30,204.4549,5,36,Marion,5,204.454937265902
7041,52010000,C, ,22.686,23.738,45,1696.9245,3,52,Holmes,3,1696.92451534112
7042,86010001,C, ,0.285,2.161,50,3002.0668,4,86,Broward,4,3002.06682726311
7043,88540000,C, ,0,6.833,45,11008.9474,4,88,Indian River,4,11008.9473675759
7044,16000161,C, ,0,1.161,25,1859.9901,1,16,Polk,1,1859.99012444744
7045,89010000,C, ,5.352,8.833,45,5602.421,4,89,Martin,4,5602.42097114484
7046,16180000,C, ,24.68,25.695,55,1634.1935,1,16,Polk,1,1634.19353143993
7047,16590000,C, ,9.104,9.557,55,728.5009,1,16,Polk,1,728.500912345331
7048,48004000,C, ,2.8,4.5,40,2747.908,3,48,Escambia,3,2747.90798823721
7049,51613000,C, ,0,0.998,35,1599.1,3,51,Gulf,3,1599.09998504062
7050,86000025,C, ,0.635,1.669,25,1657.6747,4,86,Broward,4,1657.67471213549
7051,72070000,C, ,18.673,19.076,30,648.4528,2,72,Duval,2,648.452842047237
7052,16050000,C, ,4.037,4.534,40,800.5934,1,16,Polk,1,800.593359343026
7053,06010000,C, ,15.586,16.2,55,988.661,1,06,Hardee,1,988.66100221533
7054,59510000,C, ,11.48,11.735,15,410.8932,3,59,Wakulla,3,410.893160196238
7055,36000006,C, ,2.035,4.408,35,3834.6356,5,36,Marion,5,3834.63564157852
7056,10000374,C, ,0.811,2.352,40,2475.7345,7,10,Hillsborough,7,2475.73449032674
7057,72150000,C, ,0.686,1.9,30,1953.0706,2,72,Duval,2,1953.0706137256
7058,86000018,C, ,0,0.964,25,1548.6086,4,86,Broward,4,1548.60859448448
7059,10000150,C, ,0,2.094,45,3371.1062,7,10,Hillsborough,7,3371.10623202627
7060,16280000,C, ,2.462,2.588,40,202.7205,1,16,Polk,1,202.720547596408
7061,36000127,C, ,0,1.707,35,2745.7842,5,36,Marion,5,2745.784242574
7062,73050000,C, ,15.238,15.477,35,384.9595,5,73,Flagler,5,384.959478398812
7063,86000434,C, ,0.112,4.838,45,7604.2504,4,86,Broward,4,7604.25043903541
7064,10000033,C, ,0,0.402,30,644.8925,7,10,Hillsborough,7,644.89252646077
7065,16100000,C, ,5.046,5.885,45,1350.1596,1,16,Polk,1,1350.15955403433
7066,48080060,C, ,3.8,4.463,30,1073.9373,3,48,Escambia,3,1073.93732974464
7067,31562000,C, ,0.822,3.769,55,4744.3539,2,31,Gilchrist,2,4744.35390975779
7068,36000128,C, ,0,0.856,35,1379.1161,5,36,Marion,5,1379.11609906616
7069,16005000,C, ,0,2.831,45,4554.1402,1,16,Polk,1,4554.14015028001
7070,09130000,C, ,0.416,5.932,55,8846.9126,1,09,Highlands,1,8846.91256704088
7071,72030000,C, ,0.6,1.993,55,2241.5716,2,72,Duval,2,2241.57164372691
7072,16040000,C, ,0,0.9,30,1449.8646,1,16,Polk,1,1449.86462823678
7073,15110500,C, ,0,1.441,30,2315.5668,7,15,Pinellas,7,2315.56675068753
7074,58518000,C, ,0,0.741,25,1203.5659,3,58,Santa Rosa,3,1203.56588080679
7075,36000005,C, ,0.289,2.279,55,3200.3807,5,36,Marion,5,3200.38074827874
7076,17000036,C, ,1.962,2.83,30,1398.4232,1,17,Sarasota,1,1398.42321268496
7077,10000554,C, ,0,0.372,40,611.2309,7,10,Hillsborough,7,611.230902108619
7078,51502000,C, ,5.803,6,35,317.6045,3,51,Gulf,3,317.604478800721
7079,79580000,C, ,0.44,0.985,40,877.0259,5,79,Volusia,5,877.02594053157
7080,10000191,C, ,1.173,1.672,45,807.5755,7,10,Hillsborough,7,807.575540348204
7081,16293000,C, ,1.251,1.471,40,354.1325,1,16,Polk,1,354.132508367908
7082,10000040,C, ,0,0.466,25,752.3593,7,10,Hillsborough,7,752.359305102556
7083,15140000,C, ,0,4.073,35,6557.3528,7,15,Pinellas,7,6557.35275864557
7084,09600000,C, ,2.975,3.991,45,1633.1929,1,09,Highlands,1,1633.19285438258
7085,72830501,C, ,0.158,0.719,35,902.8478,2,72,Duval,2,902.847761873135
7086,10000080,C, ,0,1.027,40,1656.8879,7,10,Hillsborough,7,1656.88794942428
7087,72090000,C, ,0,0.4,45,643.4112,2,72,Duval,2,643.41121088124
7088,72120000,C, ,21.241,24.378,30,5054.3619,2,72,Duval,2,5054.36190770221
7089,79527000,C, ,0.919,2.363,50,2288.539,5,79,Volusia,5,2288.53899227265
7090,10000132,C, ,3.023,3.368,25,556.6818,7,10,Hillsborough,7,556.681797957347
7091,49010001,C, ,0.286,0.772,45,781.3662,3,49,Franklin,3,781.366180788148
7092,36000108,C, ,0,1.073,35,1729.1701,5,36,Marion,5,1729.17005388071
7093,73517000,C, ,1.553,3.02,45,2362.712,5,73,Flagler,5,2362.7119773873
7094,72690000,C, ,2.67,3.22,35,887.892,2,72,Duval,2,887.891960609478
7095,10000020,C, ,8.222,9.624,35,2249.3455,7,10,Hillsborough,7,2249.34548377735
7096,16170000,C, ,18.567,18.855,50,463.1138,1,16,Polk,1,463.113804085922
7097,48110000,C, ,4.03,4.63,45,969.6117,3,48,Escambia,3,969.611729102644
7098,32050000,C, ,11.521,11.71,55,304.3206,2,32,Hamilton,2,304.320616708216
7099,36000152,L, ,0,2.522,55,4044.9093,5,36,Marion,5,4044.90933210602
7100,16004101,C, ,0,0.382,40,612.8955,1,16,Polk,1,612.895472133304
7101,16010101,C, ,0.739,0.87,45,210.496,1,16,Polk,1,210.49603077972
7102,16100102,C, ,0,0.264,45,437.2319,1,16,Polk,1,437.231884707537
7103,89020000,C, ,1.4,6.124,60,7605.7492,4,89,Martin,4,7605.74915826165
7104,06030000,C, ,1.314,15.932,60,23521.5309,1,06,Hardee,1,23521.5308588132
7105,58531000,C, ,3.184,3.725,35,873.8029,3,58,Santa Rosa,3,873.802909596132
7106,36000014,C, ,0.444,2.752,45,3709.7969,5,36,Marion,5,3709.79693511377
7107,10110000,C, ,6.989,10.275,45,5292.9816,7,10,Hillsborough,7,5292.98160917611
7108,10000604,C, ,0,0.664,30,1069.2829,7,10,Hillsborough,7,1069.28291498122
7109,50510000,C, ,10.977,11.481,45,811.8196,3,50,Gadsden,3,811.819562252253
7110,79580000,C, ,2.615,2.815,40,321.9498,5,79,Volusia,5,321.949810776885
7111,10000187,C, ,0,1.012,35,1625.4859,7,10,Hillsborough,7,1625.48587605012
7112,48731000,C, ,0.341,1.108,40,1239.2837,3,48,Escambia,3,1239.28369192543
7113,10000035,C, ,0.538,2.192,30,2667.3924,7,10,Hillsborough,7,2667.39240212657
7114,86000010,C, ,0,0.919,45,1478.8518,4,86,Broward,4,1478.85183966929
7115,10000209,C, ,0,3.04,35,4891.3457,7,10,Hillsborough,7,4891.34567178697
7116,16320000,C, ,0,12.99,70,20891.6147,1,16,Polk,1,20891.6147448812
7117,10000019,C, ,0,0.965,40,1550.6966,7,10,Hillsborough,7,1550.69659336289
7118,15120000,C, ,0.243,0.545,35,485.5891,7,15,Pinellas,7,485.589132808846
7119,09110000,C, ,10.339,11.039,45,1126.0658,1,09,Highlands,1,1126.06577545964
7120,72550000,C, ,3.619,3.967,45,560.1816,2,72,Duval,2,560.181589197831
7121,10000099,C, ,0,0.574,35,930.306,7,10,Hillsborough,7,930.306015756912
7122,72130001,C, ,0,0.076,30,129.8189,2,72,Duval,2,129.818870398417
7123,48050000,C, ,0,5,45,8083.077,3,48,Escambia,3,8083.07703921266
7124,59110000,C, ,4.611,4.801,55,305.7003,3,59,Wakulla,3,305.700268820834
7125,35540000,C, ,0,9.213,55,14827.6551,2,35,Madison,2,14827.6550649662
7126,16000085,C, ,0,0.965,30,1572.1171,1,16,Polk,1,1572.11712804788
7127,72220000,C, ,0,0.235,30,377.7614,2,72,Duval,2,377.761405418315
7128,86000012,R, ,1,2.867,45,3005.266,4,86,Broward,4,3005.2660413692
7129,89000041,C, ,0.111,0.824,25,1138.9962,4,89,Martin,4,1138.99615426307
7130,49010000,C, ,29.115,29.401,35,460.4113,3,49,Franklin,3,460.411287257028
7131,59000008,C, ,0,2.882,35,4654.0179,3,59,Wakulla,3,4654.01791895359
7132,10180500,C, ,2.113,4.506,30,3841.9027,7,10,Hillsborough,7,3841.90269136487
7133,86016000,C, ,0,6.726,45,10825.0433,4,86,Broward,4,10825.0433022092
7134,10000225,C, ,1.344,3.186,30,2960.1385,7,10,Hillsborough,7,2960.1384749283
7135,51560001,C, ,0.033,0.709,15,1087.1305,3,51,Gulf,3,1087.13052181197
7136,16000084,C, ,0.072,0.677,30,972.6299,1,16,Polk,1,972.629936787198
7137,16090000,C, ,31.692,33.311,55,2605.5153,1,16,Polk,1,2605.51529591547
7138,89030000,C, ,4.989,5.879,25,1432.9079,4,89,Martin,4,1432.90786883641
7139,16261101,C, ,0,0.896,45,1443.9374,1,16,Polk,1,1443.93743236696
7140,16580000,C, ,2.062,2.122,40,96.1933,1,16,Polk,1,96.1932783643322
7141,32040000,C, ,0.294,0.528,45,376.5424,2,32,Hamilton,2,376.542397750001
7142,09080000,C, ,2.376,2.707,45,531.9788,1,09,Highlands,1,531.978815442535
7143,72500002,C, ,0,0.93,35,1496.9807,2,72,Duval,2,1496.98069103818
7144,10000104,C, ,0,1.454,30,2335.406,7,10,Hillsborough,7,2335.40600965727
7145,72070000,C, ,9.419,9.998,55,931.7105,2,72,Duval,2,931.710520449118
7146,16090000,C, ,20.345,20.745,45,643.8214,1,16,Polk,1,643.821448691518
7147,06010000,C, ,0,4.985,60,8026.5609,1,06,Hardee,1,8026.56091457176
7148,58140000,C, ,0,0.61,35,988.759,3,58,Santa Rosa,3,988.759029796091
7149,36000010,C, ,6.304,6.713,35,658.36,5,36,Marion,5,658.359981172052
7150,09060000,C, ,13.807,15.157,45,2173.7254,1,09,Highlands,1,2173.72539004344
7151,86000418,C, ,0,0.376,45,604.406,4,86,Broward,4,604.406000416937
7152,10000087,C, ,1.937,3.749,45,2917.0538,7,10,Hillsborough,7,2917.0537585012
7153,72140000,C, ,9.008,9.351,35,552.1686,2,72,Duval,2,552.168565435822
7154,48100000,C, ,0,0.25,35,403.762,3,48,Escambia,3,403.762044481858
7155,59010000,C, ,4.82,4.867,35,75.6046,3,59,Wakulla,3,75.6045508305171
7156,36000074,C, ,1.705,5.293,35,5766.6485,5,36,Marion,5,5766.64847939638
7157,16000134,C, ,0.335,0.824,25,783.5546,1,16,Polk,1,783.554621105154
7158,10000003,C, ,0,1.939,45,3123.528,7,10,Hillsborough,7,3123.52796925227
7159,72040000,C, ,0,6.248,45,10048.2813,2,72,Duval,2,10048.281294342
7160,16030000,C, ,32.697,32.906,45,336.7027,1,16,Polk,1,336.702675383686
7161,58090000,C, ,2.64,4.563,55,3104.9422,3,58,Santa Rosa,3,3104.94221821409
7162,17000062,C, ,0,2.5,45,4044.5971,1,17,Sarasota,1,4044.59707858164
7163,10000642,C, ,0.92,2.583,40,2663.3731,7,10,Hillsborough,7,2663.37311882893
7164,10000364,C, ,0,0.587,40,933.4646,7,10,Hillsborough,7,933.464612951307
7165,51010000,C, ,2.688,3.787,45,1775.3557,3,51,Gulf,3,1775.35571556996
7166,16000164,C, ,1.439,2.218,55,1252.4573,1,16,Polk,1,1252.45733194985
7167,16110000,C, ,5.271,5.665,45,633.8109,1,16,Polk,1,633.810850728581
7168,10000135,C, ,0.964,2.6,30,2569.1984,7,10,Hillsborough,7,2569.1983623955
7169,16250000,C, ,18.034,18.603,35,915.7955,1,16,Polk,1,915.795521401279
7170,16600000,C, ,4.023,4.624,40,968.7796,1,16,Polk,1,968.779600652364
7171,48000091,C, ,0,0.904,45,1460.8147,3,48,Escambia,3,1460.81474616189
7172,10000240,C, ,0,2.01,35,3244.616,7,10,Hillsborough,7,3244.6160435852
7173,51570000,C, ,0.403,1.91,35,2425.3176,3,51,Gulf,3,2425.31755557171
7174,86000071,C, ,0,0.985,25,1585.5798,4,86,Broward,4,1585.57982961973
7175,72090000,C, ,2.955,4.361,55,2261.6587,2,72,Duval,2,2261.65870232005
7176,16090000,C, ,12.595,12.832,45,381.494,1,16,Polk,1,381.494034056943
7177,48050000,C, ,15.91,16.78,45,1406.4899,3,48,Escambia,3,1406.48994256349
7178,59110000,C, ,5.179,5.369,55,305.9049,3,59,Wakulla,3,305.904915689224
7179,36000100,C, ,0,2.093,45,3368.1382,5,36,Marion,5,3368.1381826666
7180,72230000,C, ,3.277,3.478,35,323.5381,2,72,Duval,2,323.538071519727
7181,88590000,C, ,1.006,2.354,45,2161.6479,4,88,Indian River,4,2161.64791784164
7182,49580100,C, ,4.677,4.736,45,94.8435,3,49,Franklin,3,94.8434595379659
7183,36000156,C, ,0,0.198,35,318.584,5,36,Marion,5,318.583976698272
7184,17503000,C, ,3.402,5.921,40,4054.3451,1,17,Sarasota,1,4054.34511552199
7185,86014000,C, ,0,7.365,45,11849.6738,4,86,Broward,4,11849.6738331814
7186,88502000,C, ,1.335,6.149,45,7745.6396,4,88,Indian River,4,7745.63959800351
7187,16000107,C, ,0.027,0.553,25,847.4463,1,16,Polk,1,847.446284780383
7188,16119000,C, ,6.142,8.038,50,3054.3071,1,16,Polk,1,3054.30712927298
7189,48117000,C, ,0,1.021,40,1647.6109,3,48,Escambia,3,1647.61090698087
7190,32503000,C, ,0,6.187,55,9956.5156,2,32,Hamilton,2,9956.51562627291
7191,72291000,C, ,1.871,3.56,35,2716.1334,2,72,Duval,2,2716.13342257931
7192,16010000,C, ,2.082,5.337,45,5232.5092,1,16,Polk,1,5232.50917639235
7193,72070000,C, ,5,8.849,45,6194.1005,2,72,Duval,2,6194.10051612363
7194,16050000,C, ,4.534,5.06,45,847.2258,1,16,Polk,1,847.225823771324
7195,06010000,C, ,16.2,19.6,60,5474.4929,1,06,Hardee,1,5474.49293198474
7196,59040000,C, ,5.319,6.02,45,1129.3477,3,59,Wakulla,3,1129.34766262093
7197,36000006,C, ,0,2.035,45,3288.4696,5,36,Marion,5,3288.46962633119
7198,10110000,C, ,23.625,23.74,60,185.2341,7,10,Hillsborough,7,185.234063836412
7199,10000276,C, ,0,1.481,35,2381.6856,7,10,Hillsborough,7,2381.68556309103
7200,72150000,C, ,7.177,7.81,45,1018.388,2,72,Duval,2,1018.38802874509
7201,86000011,L, ,0,1.542,45,2482.1805,4,86,Broward,4,2482.18052609475
7202,10000215,C, ,0,2.024,35,3253.1099,7,10,Hillsborough,7,3253.10991792395
7203,48610000,C, ,0.275,1.778,45,2427.917,3,48,Escambia,3,2427.91695853564
7204,73040000,C, ,17.147,17.684,40,863.7516,5,73,Flagler,5,863.751586811195
7205,72840000,C, ,5.18,6.288,30,1783.49,2,72,Duval,2,1783.49003952098
7206,10000030,C, ,5.024,5.522,30,804.7634,7,10,Hillsborough,7,804.763413952361
7207,16170000,C, ,7.163,16.1,65,14371.3831,1,16,Polk,1,14371.3830575287
7208,48070000,C, ,6.88,7.6,35,1165.4394,3,48,Escambia,3,1165.43940610822
7209,59580000,C, ,0,10.241,35,16481.9846,3,59,Wakulla,3,16481.9846420152
7210,36000076,C, ,2.796,3.413,35,991.1937,5,36,Marion,5,991.193663336469
7211,16000246,C, ,0,0.666,40,1072.4279,1,16,Polk,1,1072.42791289361
7212,09533000,C, ,0,0.902,45,1467.9092,1,09,Highlands,1,1467.90916676741
7213,72030000,C, ,0,0.6,45,965.5062,2,72,Duval,2,965.506177429846
7214,16060000,C, ,10.166,12.222,45,3308.4462,1,16,Polk,1,3308.44623508785
7215,15100000,C, ,8.249,9.354,40,1779.6676,7,15,Pinellas,7,1779.66757096434
7216,58050000,C, ,4.85,7.914,55,4951.1572,3,58,Santa Rosa,3,4951.15719202038
7217,35070000,C, ,15.087,15.617,45,853.455,2,35,Madison,2,853.455037333021
7218,17000064,C, ,0,4.657,45,7496.7993,1,17,Sarasota,1,7496.79931985677
7219,10000241,C, ,0,0.492,35,802.8955,7,10,Hillsborough,7,802.89552422499
7220,51020000,C, ,7.702,7.851,40,240.088,3,51,Gulf,3,240.087969082692
7221,16118000,C, ,3.206,3.395,50,303.5167,1,16,Polk,1,303.516749039936
7222,10000400,C, ,3.064,3.574,25,819.23,7,10,Hillsborough,7,819.229965594722
7223,72150000,C, ,12.498,13.587,50,1752.0033,2,72,Duval,2,1752.00329811235
7224,79521000,C, ,0,0.352,30,565.8466,5,79,Volusia,5,565.846608211381
7225,10000158,C, ,0,1.008,35,1622.5452,7,10,Hillsborough,7,1622.54524277353
7226,49580100,C, ,0,0.18,35,290.1254,3,49,Franklin,3,290.125353830659
7227,48040000,C, ,8.7,9.32,45,1001.9606,3,48,Escambia,3,1001.96055436972
7228,59050000,C, ,1.418,15.888,55,23286.8809,3,59,Wakulla,3,23286.8808783091
7229,36000053,C, ,1.074,4.744,40,5911.4342,5,36,Marion,5,5911.43422989198
7230,16000186,C, ,0,0.459,25,724.0877,1,16,Polk,1,724.087725059837
