FID,ROADWAY,ROAD_SIDE,OFFSET_DIR,BEGIN_POST,END_POST,SPEED,Shape_Leng,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
6615,16060000,C, ,0,0.13,30,209.2317,1,16,Polk,1,209.231662285053
6616,05020000,C, ,8.678,10.081,50,2258.4361,1,05,Glades,1,2258.43610653589
6617,59000002,C, ,0,1.167,35,1872.7283,3,59,Wakulla,3,1872.7283376019
6618,36000032,C, ,0,0.911,30,1465.9919,5,36,Marion,5,1465.99187608325
6619,17000029,C, ,0.422,1.782,30,2182.9712,1,17,Sarasota,1,2182.97123310227
6620,10000504,C, ,8.36,8.863,35,811.0043,7,10,Hillsborough,7,811.004320966944
6621,51502000,C, ,6.59,9.274,55,4326.3677,3,51,Gulf,3,4326.36774814553
6622,79570000,C, ,2.94,2.989,35,78.8974,5,79,Volusia,5,78.8974315260646
6623,10000214,C, ,0,1.263,45,2033.2732,7,10,Hillsborough,7,2033.27315237273
6624,48600000,C, ,0,0.922,35,1488.9496,3,48,Escambia,3,1488.94955687126
6625,10000031,C, ,10.506,11.188,35,1096.9323,7,10,Hillsborough,7,1096.93227914831
6626,09522000,C, ,0,1.234,30,1996.4451,1,09,Highlands,1,1996.44507262452
6627,72800000,C, ,0,1.193,35,1915.4269,2,72,Duval,2,1915.42686808114
6628,10000071,C, ,0,1.23,35,1978.5395,7,10,Hillsborough,7,1978.53951405986
6629,72100102,C, ,0,0.268,40,448.4881,2,72,Duval,2,448.48809005198
6630,48060000,C, ,16.8,17.3,45,808.2115,3,48,Escambia,3,808.211454503567
6631,59010000,C, ,4.988,9.112,55,6633.5707,3,59,Wakulla,3,6633.57070217825
6632,36000058,C, ,0,1.747,30,2812.2068,5,36,Marion,5,2812.20678699753
6633,16000215,C, ,0,0.941,25,1513.1326,1,16,Polk,1,1513.13264744842
6634,89000020,C, ,0,1.327,45,2133.3406,4,89,Martin,4,2133.34055674868
6635,49010000,C, ,27.703,28.242,45,867.7324,3,49,Franklin,3,867.732410665594
6636,58060000,C, ,20.715,21.4,45,1107.323,3,58,Santa Rosa,3,1107.32296155613
6637,10180101,C, ,0,0.11,35,177.1526,7,10,Hillsborough,7,177.152559634727
6638,86033501,L, ,0,1.222,35,1963.071,4,86,Broward,4,1963.07101225181
6639,10000368,C, ,1.129,1.393,25,424.966,7,10,Hillsborough,7,424.965973533037
6640,51010000,C, ,0,0.661,55,1067.827,3,51,Gulf,3,1067.82700224084
6641,16000164,C, ,2.218,4.495,45,3660.9134,1,16,Polk,1,3660.91343132571
6642,16110000,C, ,12.78,12.896,45,186.5815,1,16,Polk,1,186.581464143819
6643,10000205,C, ,0,0.535,25,859.2828,7,10,Hillsborough,7,859.282827772434
6644,16180000,C, ,14.1,14.654,55,892.0062,1,16,Polk,1,892.006151003439
6645,16700000,C, ,1.585,2.087,35,808.1618,1,16,Polk,1,808.161752937986
6646,48005000,C, ,1.061,1.182,35,194.1013,3,48,Escambia,3,194.1012999895
6647,09520000,C, ,13.255,13.837,40,937.3898,1,09,Highlands,1,937.389828828679
6648,51590000,C, ,0,6.544,55,10562.2212,3,51,Gulf,3,10562.2211774792
6649,10000112,C, ,3.579,5.334,35,2827.6055,7,10,Hillsborough,7,2827.60554271359
6650,72070102,C, ,0,1.096,50,1761.6838,2,72,Duval,2,1761.68384305386
6651,16090000,C, ,29.264,29.426,35,260.7193,1,16,Polk,1,260.719262150871
6652,48050000,C, ,6.991,7.7,45,1146.2005,3,48,Escambia,3,1146.20050775354
6653,59110000,C, ,4.801,5.179,45,608.3957,3,59,Wakulla,3,608.39574983073
6654,36000036,C, ,0,2.47,35,3974.8156,5,36,Marion,5,3974.81555876832
6655,72220001,C, ,0,0.184,45,293.7953,2,72,Duval,2,293.795338625501
6656,89000016,C, ,0,0.527,30,847.6752,4,89,Martin,4,847.675205147309
6657,49040000,C, ,3.5,4.561,45,1708.9586,3,49,Franklin,3,1708.95862983466
6658,36000114,C, ,0,1.034,35,1680.0479,5,36,Marion,5,1680.04786814417
6659,17501000,C, ,0,1,30,1610.5369,1,17,Sarasota,1,1610.53686165234
6660,86014500,L, ,0,2,45,3217.9743,4,86,Broward,4,3217.97430056696
6661,88070000,C, ,3.8,5.233,45,2306.314,4,88,Indian River,4,2306.31404262263
6662,10000031,C, ,0,4.15,30,6674.675,7,10,Hillsborough,7,6674.67504969912
6663,89010000,C, ,18.024,18.814,40,1271.3802,4,89,Martin,4,1271.38016380844
6664,16119000,C, ,8.038,10,60,3160.6385,1,16,Polk,1,3160.63854630793
6665,48080060,C, ,2.05,2.405,40,575.1796,3,48,Escambia,3,575.17959750979
6666,31560000,C, ,0,7.047,55,11331.796,2,31,Gilchrist,2,11331.7959985909
6667,51070000,C, ,6.938,9.199,55,3638.4347,3,51,Gulf,3,3638.43472564477
6668,16020000,C, ,14.321,15.022,45,1128.7108,1,16,Polk,1,1128.71077448994
6669,72070000,C, ,2.142,2.331,55,304.1452,2,72,Duval,2,304.145168904106
6670,16050000,C, ,3.669,4.037,35,592.7046,1,16,Polk,1,592.704559349328
6671,10000645,C, ,12.675,13.183,45,814.1906,7,10,Hillsborough,7,814.190579059981
6672,16110000,C, ,4.15,5.271,55,1803.2655,1,16,Polk,1,1803.26551374642
6673,10000220,C, ,5.124,5.973,40,1368.5744,7,10,Hillsborough,7,1368.5743748888
6674,16250000,C, ,22.126,25.21,45,4963.3455,1,16,Polk,1,4963.3454682008
6675,15200003,C, ,0,0.418,45,674.4262,7,15,Pinellas,7,674.426229342497
6676,48004000,C, ,4.5,5.929,40,2309.9011,3,48,Escambia,3,2309.90113389062
6677,10000247,C, ,0,2.493,25,4000.2142,7,10,Hillsborough,7,4000.21418316313
6678,72290000,C, ,0,10.513,70,16916.755,2,72,Duval,2,16916.7550110522
6679,10000115,C, ,0,0.702,30,1129.1147,7,10,Hillsborough,7,1129.11473371687
6680,72090000,C, ,8.64,10.55,60,3072.4488,2,72,Duval,2,3072.44881768609
6681,48040000,C, ,15.709,16,55,470.3006,3,48,Escambia,3,470.300567590596
6682,59110000,C, ,15.305,15.784,55,770.9258,3,59,Wakulla,3,770.925833460182
6683,36000125,C, ,5.251,5.508,45,415.352,5,36,Marion,5,415.352031826257
6684,72270000,C, ,14.93,15.176,60,395.9358,2,72,Duval,2,395.935765041657
6685,88600000,C, ,0,1.009,35,1623.5678,4,88,Indian River,4,1623.56776515688
6686,49010000,C, ,13.143,14.39,35,2007.4499,3,49,Franklin,3,2007.44986620356
6687,36000050,C, ,0.306,1.178,25,1404.9897,5,36,Marion,5,1404.98974010558
6688,17502000,C, ,0,0.662,35,1065.0509,1,17,Sarasota,1,1065.05085436829
6689,86003000,C, ,0,0.902,35,1459.9517,4,86,Broward,4,1459.95167843248
6690,88081000,C, ,0,19.198,70,30874.7542,4,88,Indian River,4,30874.7541516073
6691,16000218,C, ,0,0.938,35,1507.1798,1,16,Polk,1,1507.17975101003
6692,16140000,C, ,4.919,8.432,55,5653.727,1,16,Polk,1,5653.72696458476
6693,48117000,C, ,1.021,1.272,30,405.0421,3,48,Escambia,3,405.04211016084
6694,31562000,C, ,0,0.822,45,1321.0411,2,31,Gilchrist,2,1321.04113629017
6695,51070000,C, ,0,6.938,60,11164.8803,3,51,Gulf,3,11164.8802711189
6696,86000074,C, ,0,1.654,25,2660.1424,4,86,Broward,4,2660.14238183598
6697,72080000,C, ,3.43,7.067,45,5860.5333,2,72,Duval,2,5860.53327764599
6698,16006100,C, ,0,0.054,40,88.4895,1,16,Polk,1,88.4894705462714
6699,16070000,C, ,13.267,13.763,55,798.2538,1,16,Polk,1,798.253768047698
6700,05030000,C, ,7.74,9.225,55,2389.6631,1,05,Glades,1,2389.66306678641
6701,59110000,C, ,2.596,4.611,60,3243.1982,3,59,Wakulla,3,3243.19815023076
6702,36000007,C, ,0,0.361,40,571.6535,5,36,Marion,5,571.653528038474
6703,10120000,C, ,0.23,3.425,50,5139.1279,7,10,Hillsborough,7,5139.12787944982
6704,10000239,C, ,0,1.136,35,1825.0635,7,10,Hillsborough,7,1825.06353236684
6705,72120000,C, ,13.847,16.549,55,4353.5151,2,72,Duval,2,4353.51512611201
6706,79515000,C, ,3.382,4.143,25,1224.4568,5,79,Volusia,5,1224.45679587038
6707,10000177,C, ,0,0.649,40,1034.3605,7,10,Hillsborough,7,1034.36047468851
6708,49500000,C, ,1.911,3.245,45,2147.3997,3,49,Franklin,3,2147.39965605088
6709,36000165,C, ,0,0.297,35,477.4602,5,36,Marion,5,477.460189115231
6710,73050000,C, ,0,14.8,60,23834.9961,5,73,Flagler,5,23834.9960661049
6711,72690000,C, ,2.33,2.67,55,548.9754,2,72,Duval,2,548.975439964218
6712,10000047,C, ,1.77,2.754,30,1584.2762,7,10,Hillsborough,7,1584.27621516201
6713,16160000,C, ,0,0.421,30,675.9359,1,16,Polk,1,675.935873478143
6714,48070000,C, ,4.22,4.47,35,404.6178,3,48,Escambia,3,404.617819301505
6715,59100000,C, ,4.753,6.741,55,3200.3841,3,59,Wakulla,3,3200.38412810524
6716,36000134,C, ,0,1.268,30,2039.1167,5,36,Marion,5,2039.11670422244
6717,16000222,C, ,0,0.98,30,1585.9111,1,16,Polk,1,1585.9111131423
6718,72050000,C, ,13.406,15.649,50,3617.1599,2,72,Duval,2,3617.15987151369
6719,86000121,C, ,0,5.736,35,9231.6967,4,86,Broward,4,9231.69674542036
6720,72030000,C, ,9.148,9.712,35,907.5756,2,72,Duval,2,907.57561921379
6721,16060000,C, ,3.5,4.08,55,933.3401,1,16,Polk,1,933.340056477046
6722,15110501,C, ,0,2,35,3225.5025,7,15,Pinellas,7,3225.50246670765
6723,58080000,C, ,3.889,4.639,45,1212.2432,3,58,Santa Rosa,3,1212.24316563991
6724,36000005,C, ,0,0.289,45,464.7721,5,36,Marion,5,464.772146866499
6725,10130001,C, ,0,2.96,55,4791.2387,7,10,Hillsborough,7,4791.2386646919
6726,10000607,C, ,0,4.543,45,7292.4807,7,10,Hillsborough,7,7292.48067684558
6727,51020000,C, ,7.851,8.116,45,427.0331,3,51,Gulf,3,427.033072301319
6728,16100000,C, ,3.252,3.681,40,690.3111,1,16,Polk,1,690.311076583485
6729,86000019,C, ,0,1.734,30,2793.6187,4,86,Broward,4,2793.61874282272
6730,10000167,C, ,0,0.77,35,1239.7102,7,10,Hillsborough,7,1239.71015879235
6731,48731000,C, ,1.108,7.036,45,9578.7758,3,48,Escambia,3,9578.77578170118
6732,16000037,C, ,1.112,1.471,20,579.5976,1,16,Polk,1,579.597618598264
6733,15100500,C, ,0,1.768,25,2837.4293,7,15,Pinellas,7,2837.42932296184
6734,10000009,C, ,0,3.795,40,6098.383,7,10,Hillsborough,7,6098.3829766185
6735,72680502,C, ,0,0.85,30,1367.2491,2,72,Duval,2,1367.24912585145
6736,10000098,C, ,0,0.391,30,626.2886,7,10,Hillsborough,7,626.288551548429
6737,72120002,C, ,0,0.615,30,982.3926,2,72,Duval,2,982.392595432302
6738,48050000,C, ,7.7,7.9,45,323.311,3,48,Escambia,3,323.310986759491
6739,59030000,C, ,11.104,11.543,45,706.8463,3,59,Wakulla,3,706.846252869491
6740,36000071,C, ,0,0.244,35,394.2927,5,36,Marion,5,394.292714678049
6741,16000185,C, ,0,0.7,35,1123.0112,1,16,Polk,1,1123.01115574387
6742,88580000,C, ,2.536,3.228,40,1113.2495,4,88,Indian River,4,1113.24945582947
6743,49010000,C, ,14.39,15.33,35,1513.2263,3,49,Franklin,3,1513.22632888927
6744,58600000,C, ,5.149,8.528,45,5454.8307,3,58,Santa Rosa,3,5454.83070597358
6745,10160000,C, ,6.632,7.605,50,1565.5264,7,10,Hillsborough,7,1565.52637894063
6746,86024500,C, ,0,2.116,35,3406.4146,4,86,Broward,4,3406.41457187878
6747,88550000,C, ,4.041,6.555,45,4044.8715,4,88,Indian River,4,4044.87152863583
6748,50620000,C, ,6.165,6.551,45,621.6782,3,50,Gadsden,3,621.678169822489
6749,16000102,C, ,0.511,1.704,55,1917.8577,1,16,Polk,1,1917.85772449677
6750,16090000,C, ,18.11,18.901,45,1272.886,1,16,Polk,1,1272.88596422908
6751,16261000,C, ,0,1.994,45,3200.337,1,16,Polk,1,3200.336977385
6752,15500000,C, ,0.251,0.275,15,38.624,7,15,Pinellas,7,38.6240261446096
6753,48004000,C, ,5.929,9.792,40,6244.1645,3,48,Escambia,3,6244.1644966473
6754,09502000,C, ,12.903,12.922,50,30.5741,1,09,Highlands,1,30.5740917801681
6755,72605000,C, ,3.049,4.367,45,2124.7935,2,72,Duval,2,2124.79347007602
6756,86000075,C, ,0,0.97,30,1549.9621,4,86,Broward,4,1549.96209853286
6757,72070000,C, ,13.733,16.052,45,3731.8522,2,72,Duval,2,3731.85216728546
6758,06010102,C, ,2.185,3.539,55,2172.8926,1,06,Hardee,1,2172.89262607355
6759,59510000,C, ,5.712,11.48,35,9294.8635,3,59,Wakulla,3,9294.86346974104
6760,35050000,C, ,13.294,19.356,60,9761.6843,2,35,Madison,2,9761.68430697061
6761,72220000,C, ,6.362,11.123,45,7652.9257,2,72,Duval,2,7652.92568394786
6762,10000146,C, ,0,5.942,45,9561.33,7,10,Hillsborough,7,9561.33003066698
6763,49020000,C, ,1.378,1.789,25,660.6721,3,49,Franklin,3,660.672096798054
6764,58550000,C, ,12.984,13.628,25,1039.131,3,58,Santa Rosa,3,1039.1310197996
6765,17510000,C, ,0,2.451,35,3934.6242,1,17,Sarasota,1,3934.62418905908
6766,86014500,R, ,0,2,45,3217.9743,4,86,Broward,4,3217.97430056696
6767,88560000,C, ,0.014,2.55,45,4106.0647,4,88,Indian River,4,4106.06469331167
6768,16000070,C, ,0,1.501,35,2414.3865,1,16,Polk,1,2414.38649498177
6769,10000616,C, ,0.914,2.212,40,2083.9876,7,10,Hillsborough,7,2083.98755928707
6770,16120000,C, ,1.38,2.453,45,1728.1077,1,16,Polk,1,1728.1076602914
6771,48190000,C, ,1,4.294,45,5329.3171,3,48,Escambia,3,5329.31708277039
6772,31500000,C, ,0,0.447,20,719.5154,2,31,Gilchrist,2,719.515371818039
6773,51030000,C, ,0,9.368,60,15098.8758,3,51,Gulf,3,15098.8757636985
6774,16020000,C, ,20.879,21.4,50,838.8918,1,16,Polk,1,838.891754967484
6775,16050000,C, ,0,0.107,35,172.3638,1,16,Polk,1,172.363765034789
6776,16070000,C, ,14.104,14.748,35,1036.3889,1,16,Polk,1,1036.38894528529
6777,10000611,C, ,0,2.531,40,4076.4189,7,10,Hillsborough,7,4076.41892884482
6778,15100000,C, ,0.218,2.503,35,3680.1941,7,15,Pinellas,7,3680.19407733338
6779,58080000,C, ,0,3.889,55,6285.0948,3,58,Santa Rosa,3,6285.09484089411
6780,36000030,C, ,0,1.141,30,1819.9723,5,36,Marion,5,1819.97232844539
6781,10110000,C, ,16.29,16.686,55,637.8522,7,10,Hillsborough,7,637.852157177949
6782,10000244,C, ,0,2.261,30,3638.5261,7,10,Hillsborough,7,3638.52613771339
6783,50510000,C, ,16.194,16.75,25,895.5938,3,50,Gadsden,3,895.593809731004
6784,72100003,C, ,0,0.242,35,390.3814,2,72,Duval,2,390.381376688751
6785,79570000,C, ,4.72,4.77,35,80.4523,5,79,Volusia,5,80.4523325294962
6786,10000189,C, ,0,0.401,25,644.8292,7,10,Hillsborough,7,644.829151804234
6787,16300000,C, ,7.244,7.314,45,112.4395,1,16,Polk,1,112.439472693144
6788,10000026,C, ,2.39,2.634,20,391.555,7,10,Hillsborough,7,391.555039898974
6789,73050000,C, ,15,15.238,45,383.2995,5,73,Flagler,5,383.299505907295
6790,86000601,C, ,0,0.21,25,337.6694,4,86,Broward,4,337.669441504393
6791,88070000,C, ,0,1.7,45,2735.8916,4,88,Indian River,4,2735.89164210417
6792,10000050,C, ,2.522,3.54,40,1637.5772,7,10,Hillsborough,7,1637.57722833749
6793,72130000,C, ,0.366,1.053,30,1111.5116,2,72,Duval,2,1111.51156438524
6794,48050001,C, ,0.32,1,45,1109.625,3,48,Escambia,3,1109.62502724773
6795,59090000,C, ,0,0.35,35,564.3707,3,59,Wakulla,3,564.370658742224
6796,36001000,C, ,0.305,0.487,45,293.2664,5,36,Marion,5,293.266376863537
6797,16000233,C, ,1.337,2.047,25,1144.5075,1,16,Polk,1,1144.50751430762
6798,86000130,C, ,0,0.773,35,1239.5695,4,86,Broward,4,1239.56951616982
6799,72040000,C, ,15.663,15.968,35,490.5156,2,72,Duval,2,490.515644738531
6800,16070000,C, ,1.81,5.566,45,6044.786,1,16,Polk,1,6044.78599556419
6801,58060000,C, ,0,7.02,55,11347.1928,3,58,Santa Rosa,3,11347.1927866083
6802,17000025,C, ,4.433,5.239,45,1297.1983,1,17,Sarasota,1,1297.198309446
6803,10140128,C, ,0,0.653,30,1075.8624,7,10,Hillsborough,7,1075.86243774762
6804,86000235,C, ,0,3.186,45,5117.7274,4,86,Broward,4,5117.72737781887
6805,51020000,C, ,1.001,1.324,45,520.4751,3,51,Gulf,3,520.475104634859
6806,16110000,C, ,15.373,15.741,45,592.0314,1,16,Polk,1,592.031373246864
6807,10000129,C, ,0.504,2.723,30,3571.9485,7,10,Hillsborough,7,3571.94846171474
6808,48630000,C, ,4.499,5.555,35,1708.6712,3,48,Escambia,3,1708.671165836
6809,10000019,C, ,2.478,8.409,45,9531.0543,7,10,Hillsborough,7,9531.05434581974
6810,15140502,C, ,0,1.788,30,2881.594,7,15,Pinellas,7,2881.59401784432
6811,05020000,C, ,12.212,15.166,50,4754.9697,1,05,Glades,1,4754.96967107521
6812,58580000,C, ,3.198,3.242,35,68.1213,3,58,Santa Rosa,3,68.1212907356897
6813,36000040,C, ,0,1.176,45,1890.2912,5,36,Marion,5,1890.29121812735
6814,10140000,C, ,9.135,9.371,45,380.2,7,10,Hillsborough,7,380.199975855531
6815,10000370,C, ,2.331,4.743,35,3883.9685,7,10,Hillsborough,7,3883.96845697883
6816,72291000,C, ,4.042,5.918,40,3016.8626,2,72,Duval,2,3016.86256272483
6817,72160000,C, ,13.957,14.278,30,516.4381,2,72,Duval,2,516.438134937628
6818,79580000,C, ,5.1,5.702,30,968.7337,5,79,Volusia,5,968.733668811852
6819,10000156,C, ,0,1.095,30,1758.1283,7,10,Hillsborough,7,1758.12834535211
6820,16300000,C, ,0.672,1.042,40,593.8281,1,16,Polk,1,593.828120844306
6821,73513000,C, ,0.571,2.555,45,3199.0492,5,73,Flagler,5,3199.04922894632
6822,72840000,C, ,0,5.18,45,8338.3197,2,72,Duval,2,8338.31974078192
6823,10000038,C, ,0,0.752,45,1207.79,7,10,Hillsborough,7,1207.79001388265
6824,16160000,C, ,0.847,1.052,30,329.2029,1,16,Polk,1,329.202860538194
6825,48050001,C, ,0,0.32,45,508.8009,3,48,Escambia,3,508.800881233649
6826,59010000,C, ,3.92,4.82,35,1447.6306,3,59,Wakulla,3,1447.6306352435
6827,36000076,C, ,0,2.796,45,4492.0947,5,36,Marion,5,4492.09471287642
6828,16003000,C, ,1.072,1.562,35,794.9059,1,16,Polk,1,794.905860564741
6829,09140000,C, ,8.455,9.063,55,978.2345,1,09,Highlands,1,978.234451969949
6830,72040000,C, ,9.273,10.203,45,1495.6148,2,72,Duval,2,1495.6147734422
6831,16060000,C, ,1.668,3.5,60,2948.001,1,16,Polk,1,2948.00101718753
6832,15140501,C, ,1.196,3.12,35,3092.2873,7,15,Pinellas,7,3092.28733407326
6833,58600000,C, ,8.528,9.447,35,1483.5557,3,58,Santa Rosa,3,1483.55565269809
6834,17000062,C, ,2.5,3.532,55,1669.524,1,17,Sarasota,1,1669.5239517108
6835,17000026,C, ,0,1.106,45,1782.0976,1,17,Sarasota,1,1782.09763660617
6836,10000249,C, ,0,0.446,25,720.95,7,10,Hillsborough,7,720.950014085457
6837,51020000,C, ,26.189,30.422,55,6820.7806,3,51,Gulf,3,6820.7805784346
6838,16110000,C, ,13.213,15.373,30,3474.627,1,16,Polk,1,3474.62698676531
6839,79560000,C, ,0.52,1.801,50,2056.5814,5,79,Volusia,5,2056.58143942097
6840,10000210,C, ,0,0.293,25,471.1919,7,10,Hillsborough,7,471.19194760742
6841,16250000,C, ,25.21,27.331,40,3413.3637,1,16,Polk,1,3413.36367523659
6842,10000028,C, ,0,4.165,35,6717.471,7,10,Hillsborough,7,6717.47102795251
6843,15140000,C, ,6.327,6.752,30,684.2164,7,15,Pinellas,7,684.21638083877
6844,09040000,C, ,2.08,3.106,45,1653.0253,1,09,Highlands,1,1653.02530383087
6845,72509000,C, ,0,0.496,55,803.2523,2,72,Duval,2,803.252317064905
6846,10000077,C, ,0,1.052,30,1694.483,7,10,Hillsborough,7,1694.48300403884
6847,72090000,C, ,5.023,6,55,1571.6562,2,72,Duval,2,1571.65623002638
6848,48050000,C, ,16.78,18,40,1972.3028,3,48,Escambia,3,1972.30277526526
6849,59010000,C, ,3.156,3.532,45,604.7455,3,59,Wakulla,3,604.74548843161
6850,35521000,C, ,1.089,3.73,45,4252.4923,2,35,Madison,2,4252.49225967438
6851,72220000,C, ,2.475,6.362,45,6248.0405,2,72,Duval,2,6248.04050742388
6852,89000033,C, ,1.42,1.847,25,686.9926,4,89,Martin,4,686.992635943478
6853,49040000,C, ,0.852,1.4,45,879.989,3,49,Franklin,3,879.989010221934
6854,36000112,C, ,0,0.561,30,902.0341,5,36,Marion,5,902.034126402576
6855,52010000,C, ,6.96,12.537,55,8995.7613,3,52,Holmes,3,8995.76130194218
6856,86018000,C, ,5.003,6.16,35,1858.7157,4,86,Broward,4,1858.7157488875
6857,88503000,C, ,3.952,5.037,45,1744.0349,4,88,Indian River,4,1744.03492330287
6858,10120000,C, ,10.3,17.125,60,10977.9269,7,10,Hillsborough,7,10977.9269173295
6859,10000021,C, ,1.149,2.063,35,1475.2868,7,10,Hillsborough,7,1475.28682061274
6860,89010000,C, ,11.631,13.594,45,3159.2324,4,89,Martin,4,3159.23235130643
6861,16140000,C, ,4.266,4.919,45,1050.9083,1,16,Polk,1,1050.9082749967
6862,16700000,C, ,2.087,2.748,35,1064.19,1,16,Polk,1,1064.18998202163
6863,48004000,C, ,1.388,1.888,40,808.2097,3,48,Escambia,3,808.209711138821
6864,09520000,C, ,13.837,14.591,45,1214.2066,1,09,Highlands,1,1214.20657091633
6865,72510000,C, ,0,3.812,35,6134.052,2,72,Duval,2,6134.05197349402
6866,10000107,C, ,0,1.009,35,1623.0005,7,10,Hillsborough,7,1623.00050288956
6867,72070000,C, ,16.052,17.058,45,1618.9321,2,72,Duval,2,1618.93212473082
6868,16030000,C, ,18.678,19.171,55,794.3538,1,16,Polk,1,794.353828103773
6869,16090000,C, ,5.856,6.451,40,957.4693,1,16,Polk,1,957.469258950706
6870,06000009,C, ,0,1.558,35,2520.1092,1,06,Hardee,1,2520.10917987772
6871,59030000,C, ,4.468,4.71,45,389.5917,3,59,Wakulla,3,389.591685539026
6872,36000010,C, ,3.681,4.36,35,1092.9228,5,36,Marion,5,1092.92278281164
6873,10000271,C, ,1.015,3.029,40,3229.7822,7,10,Hillsborough,7,3229.78223032171
6874,72170000,C, ,7.429,8,35,918.3828,2,72,Duval,2,918.382793752309
6875,79580000,C, ,5.702,6.645,30,1517.59,5,79,Volusia,5,1517.59001368971
6876,10000169,C, ,0,0.23,30,370.6082,7,10,Hillsborough,7,370.60816359431
6877,49040000,C, ,4.561,5.64,45,1737.775,3,49,Franklin,3,1737.77499930001
6878,36000176,C, ,0,1.704,30,2749.8229,5,36,Marion,5,2749.82289477291
6879,17507000,C, ,0,0.224,40,360.3962,1,17,Sarasota,1,360.396225547918
6880,86004000,L, ,1.421,16.73,35,24609.6473,4,86,Broward,4,24609.6472612853
6881,88520000,C, ,4.789,5.542,35,1210.2881,4,88,Indian River,4,1210.28809130882
6882,10000050,C, ,0.809,2.522,30,2755.6808,7,10,Hillsborough,7,2755.68083245421
6883,10000645,C, ,4.782,5.569,40,1261.4167,7,10,Hillsborough,7,1261.41671767763
6884,16160000,C, ,5.679,5.86,45,290.5931,1,16,Polk,1,290.593105184583
6885,48110000,C, ,4.63,6.11,45,2388.6943,3,48,Escambia,3,2388.69429242722
6886,31500000,C, ,1.392,1.749,35,572.4086,2,31,Gilchrist,2,572.408582326359
6887,72291001,C, ,0,1.15,35,1859.3338,2,72,Duval,2,1859.33379321451
6888,16020000,C, ,17.45,20.114,60,4289.4176,1,16,Polk,1,4289.41763423826
6889,72050000,C, ,12.241,12.933,35,1115.8626,2,72,Duval,2,1115.86261352604
6890,16030000,C, ,5.828,6.786,50,1543.5861,1,16,Polk,1,1543.58613083499
6891,10000641,C, ,0,0.089,25,143.6659,7,10,Hillsborough,7,143.665896006711
6892,05010000,C, ,5.852,6.948,55,1764.6383,1,05,Glades,1,1764.63828880802
6893,58080000,C, ,6.014,13.24,55,11678.2745,3,58,Santa Rosa,3,11678.2744743536
6894,36000024,C, ,0,0.953,35,1531.766,5,36,Marion,5,1531.76602808096
6895,17000011,C, ,0,0.969,35,1587.2659,1,17,Sarasota,1,1587.26591991256
6896,10000559,C, ,0,0.199,20,319.3432,7,10,Hillsborough,7,319.343190407915
6897,51020000,C, ,7.274,7.702,40,689.5814,3,51,Gulf,3,689.58143414341
6898,72110000,C, ,0,0.576,30,927.803,2,72,Duval,2,927.803014609002
6899,86000021,C, ,1.008,1.162,35,247.4758,4,86,Broward,4,247.475757219658
6900,10000166,C, ,1.257,1.751,40,794.7852,7,10,Hillsborough,7,794.785192245644
6901,16300000,C, ,3.568,7.244,55,5900.8312,1,16,Polk,1,5900.83124497722
6902,10000042,C, ,0,0.251,40,404.6287,7,10,Hillsborough,7,404.628716844915
6903,09110000,C, ,0.199,10.339,55,16311.9245,1,09,Highlands,1,16311.9245182423
6904,86000499,C, ,0.98,2.04,30,1710.9242,4,86,Broward,4,1710.92417250387
6905,10000056,C, ,1.237,3.618,30,3842.2855,7,10,Hillsborough,7,3842.28552358371
6906,72140000,C, ,1.43,1.581,55,243.041,2,72,Duval,2,243.04103118566
6907,48070101,C, ,2.082,2.405,30,521.7297,3,48,Escambia,3,521.729717104942
6908,59010000,C, ,0.3,0.45,45,241.3046,3,59,Wakulla,3,241.304563132786
6909,36000057,C, ,5.545,5.778,35,374.7102,5,36,Marion,5,374.710158071904
6910,16000233,C, ,0,0.578,35,931.7368,1,16,Polk,1,931.73682318896
6911,10000001,C, ,0.642,3,30,3811.5302,7,10,Hillsborough,7,3811.53017335576
6912,72040000,C, ,15.565,15.663,35,157.5715,2,72,Duval,2,157.571482784678
6913,16070000,C, ,0.216,0.79,35,923.7864,1,16,Polk,1,923.786426903799
6914,59000009,C, ,2.488,3.378,45,1432.8279,3,59,Wakulla,3,1432.82789311048
6915,10160000,C, ,7.605,12.767,55,8305.497,7,10,Hillsborough,7,8305.49701600263
6916,10000632,C, ,1.318,1.63,35,502.1587,7,10,Hillsborough,7,502.158667278366
6917,86000191,C, ,0,1.388,35,2234.0244,4,86,Broward,4,2234.0244184454
6918,51020000,C, ,5.942,6.329,55,623.5767,3,51,Gulf,3,623.576676708334
6919,16110000,C, ,12.896,13.213,45,509.9559,1,16,Polk,1,509.955939952511
6920,10000152,C, ,0,0.758,35,1216.9638,7,10,Hillsborough,7,1216.96383589275
6921,16180000,C, ,14.654,16.547,45,3047.7074,1,16,Polk,1,3047.70739214898
6922,16670000,C, ,11.502,11.885,55,609.8015,1,16,Polk,1,609.801528343946
6923,15120500,C, ,0,1.191,45,1914.3781,7,15,Pinellas,7,1914.37812796799
6924,10000350,C, ,2.907,3.396,40,785.9065,7,10,Hillsborough,7,785.906525672906
6925,72560000,C, ,0,0.99,35,1593.1138,2,72,Duval,2,1593.11378643846
6926,10000056,C, ,0,1.237,25,1991.0198,7,10,Hillsborough,7,1991.0197606472
