FID,ID,LOCATION_S,DISTRICT,CO_SEC_SUB,BMP,EMP,ROUTEID,LENGTH,FTLCRSH_NU,FTLCRSH_AL,FTLCRSH_PC,FCFTL_NUME,FCFTL_ALL,FCFTL_PCT,FCINJ_NUME,FCINJ_ALL,FCINJ_PCT,INJCRSH_NU,INJCRSH_AL,INJCRSH_PC,ICINJ_NUME,ICINJ_ALL,ICINJ_PCT,PDOCRSH_NU,PDOCRSH_AL,PDOCRSH_PC,TOTCRSH_NU,TOTCRSH_AL,TOTCRSH_PC,TOTFTL_NUM,TOTFTL_ALL,TOTFTL_PCT,TOTINJ_NUM,TOTINJ_ALL,TOTINJ_PCT,URBAN
3988,13003,5,05,79080001,0.5,0.77,SR  600,0.27,0,0,0,0,0,0,0,0,0,6,13,46,7,17,41,3,4,75,9,17,53,0,0,0,7,17,41,Y
3989,13774,6,06,87020000,6.7,7.2,SR    5,0.5,1,1,100,1,1,100,0,0,0,26,74,35,43,145,30,33,91,36,60,166,36,1,1,100,43,145,30,Y
3990,12778,5,05,79010000,12.3,12.6,SR    5,0.3,0,0,0,0,0,0,0,0,0,3,5,60,5,8,62,4,10,40,7,15,47,0,0,0,5,8,62,Y
3991,12550,5,05,77160015,0.1,0.38,SR  400,0.28,1,1,100,1,1,100,1,1,100,5,12,42,8,21,38,3,8,38,9,21,43,1,1,100,9,22,41,Y
3992,11824,5,05,75080000,16.217,16.517,SR   15,0.3,0,0,0,0,0,0,0,0,0,2,4,50,2,4,50,2,4,50,4,8,50,0,0,0,2,4,50,Y
3993,13735,6,06,87019000,2.178,2.678,SR  817,0.5,0,0,0,0,0,0,0,0,0,40,97,41,62,147,42,52,148,35,92,245,38,0,0,0,62,147,42,Y
3994,13375,5,05,92030000,34.6,35.1,SR  500,0.5,1,1,100,1,1,100,2,2,100,2,2,100,2,2,100,1,3,33,4,6,67,1,1,100,4,4,100,N
3995,12088,5,05,75280160,0.2,0.582,SR  400,0.382,0,0,0,0,0,0,0,0,0,6,16,38,6,18,33,5,11,45,11,27,41,0,0,0,6,18,33,Y
3996,11821,5,05,75080000,15.717,16.117,SR   15,0.4,1,1,100,1,1,100,0,0,0,22,78,28,36,124,29,23,50,46,46,129,36,1,1,100,36,124,29,Y
3997,13207,5,05,79180000,5.5,6.3,SR  A1A,0.8,0,0,0,0,0,0,0,0,0,13,26,50,16,32,50,4,11,36,17,37,46,0,0,0,16,32,50,Y
3998,12259,5,05,75320000,28.1,28.6,SR  429,0.5,0,0,0,0,0,0,0,0,0,2,7,29,2,13,15,2,4,50,4,11,36,0,0,0,2,13,15,Y
3999,13321,5,05,92030000,0.6,1,SR  500,0.4,1,1,100,1,1,100,2,2,100,17,41,41,24,60,40,8,32,25,26,74,35,1,1,100,26,62,42,Y
4000,13897,6,06,87030000,17.4,17.8,SR    5,0.4,0,0,0,0,0,0,0,0,0,5,8,62,5,10,50,2,7,29,7,15,47,0,0,0,5,10,50,Y
4001,13357,5,05,92030000,14.9,15.3,SR   15,0.4,1,2,50,2,3,67,1,1,100,1,4,25,1,5,20,2,4,50,4,10,40,2,3,67,2,6,33,Y
4002,13933,6,06,87034000,5.7,5.867,SR  915,0.167,1,1,100,2,2,100,0,0,0,45,112,40,97,225,43,53,119,45,99,232,43,2,2,100,97,225,43,Y
4003,12229,5,05,75301010,0,0.3,SR  417,0.3,0,0,0,0,0,0,0,0,0,4,10,40,6,18,33,2,2,100,6,12,50,0,0,0,6,18,33,Y
4004,15991,7,07,10110000,11.9,12.2,SR   60,0.3,1,3,33,1,3,33,1,4,25,26,85,31,45,150,30,28,67,42,55,155,35,1,3,33,46,154,30,Y
4005,13054,5,05,79110000,6.8,8.9,SR  400,2.1,1,2,50,1,2,50,0,2,0,37,71,52,70,130,54,18,36,50,56,109,51,1,2,50,70,132,53,Y
4006,13279,5,05,79220002,0,0.6,SR  430,0.6,0,0,0,0,0,0,0,0,0,39,65,60,47,80,59,47,73,64,86,138,62,0,0,0,47,80,59,Y
4007,15688,7,07,10070000,0,0.5,SR   39,0.5,1,1,100,1,1,100,1,1,100,15,48,31,21,88,24,19,43,44,35,92,38,1,1,100,22,89,25,Y
4008,14605,6,06,87200095,0,0.3,SR  836,0.3,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,7,11,64,7,13,54,0,0,0,0,5,0,Y
4009,13855,6,06,87026005,2.4,2.8,SR  860,0.4,1,1,100,1,1,100,0,0,0,30,67,45,71,136,52,32,81,40,63,149,42,1,1,100,71,136,52,Y
4010,14362,6,06,87120000,7.4,7.9,SR   90,0.5,1,1,100,1,1,100,1,1,100,25,64,39,56,128,44,36,95,38,62,160,39,1,1,100,57,129,44,Y
4011,12151,5,05,75300000,9.6,10.4,SR  417,0.8,0,0,0,0,0,0,0,0,0,4,14,29,6,24,25,13,21,62,17,35,49,0,0,0,6,24,25,Y
4012,15463,7,07,10010000,7.9,8.4,SR   43,0.5,0,0,0,0,0,0,0,0,0,3,13,23,4,24,17,11,18,61,14,31,45,0,0,0,4,24,17,Y
4013,12829,5,05,79030000,2.1,2.4,SR    5,0.3,1,1,100,1,1,100,1,1,100,1,7,14,3,12,25,3,6,50,5,14,36,1,1,100,4,13,31,Y
4014,15235,7,07,02050000,6.2,6.8,SR   44,0.6,0,0,0,0,0,0,0,0,0,6,9,67,8,12,67,4,10,40,10,19,53,0,0,0,8,12,67,N
4015,16219,7,07,10190064,0,0.232,SR   93,0.232,0,0,0,0,0,0,0,0,0,4,13,31,7,18,39,11,24,46,15,37,41,0,0,0,7,18,39,Y
4016,12976,5,05,79060000,19.3,19.6,SR  600,0.3,0,0,0,0,0,0,0,0,0,38,104,37,65,154,42,24,58,41,62,162,38,0,0,0,65,154,42,Y
4017,15787,7,07,10075000,23.9,25.1,SR   93A,1.2,1,1,100,1,1,100,0,0,0,24,59,41,36,91,40,30,86,35,55,146,38,1,1,100,36,91,40,Y
4018,14302,6,06,87090005,3,3.3,SR   25,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,6,67,4,7,57,0,0,0,0,1,0,Y
4019,12601,5,05,79002000,0.4,0.8,SR    9,0.4,1,1,100,1,1,100,0,0,0,3,3,100,5,5,100,1,3,33,5,7,71,1,1,100,5,5,100,N
4020,14989,6,06,87270191,0,0.071,SR    9A,0.071,0,0,0,0,0,0,0,0,0,9,18,50,11,30,37,15,26,58,24,44,55,0,0,0,11,30,37,Y
4021,12751,5,05,79002048,0,0.125,SR    9,0.125,0,0,0,0,0,0,0,0,0,7,15,47,7,15,47,2,8,25,9,23,39,0,0,0,7,15,47,Y
4022,11503,5,05,75008170,4.617,5.117,SR  408,0.5,0,0,0,0,0,0,0,0,0,2,8,25,2,11,18,5,9,56,7,17,41,0,0,0,2,11,18,Y
4023,16060,7,07,10120000,10.6,10.9,SR  674,0.3,1,2,50,1,2,50,1,1,100,2,5,40,4,7,57,1,1,100,4,8,50,1,2,50,5,8,62,N
4024,14848,6,06,87260329,0.4,0.72,SR  826,0.32,0,0,0,0,0,0,0,0,0,2,9,22,2,14,14,13,24,54,15,33,45,0,0,0,2,14,14,Y
4025,13426,5,05,92090000,8.8,9.1,SR  530,0.3,0,0,0,0,0,0,0,0,0,32,84,38,53,150,35,46,89,52,78,173,45,0,0,0,53,150,35,Y
4026,12523,5,05,77160000,9.2,10.3,SR  400,1.1,3,4,75,3,4,75,3,6,50,18,42,43,32,76,42,16,42,38,37,88,42,3,4,75,35,82,43,Y
4027,15892,7,07,10075342,0,0.633,SR   93A,0.633,0,0,0,0,0,0,0,0,0,9,16,56,13,23,57,8,14,57,17,30,57,0,0,0,13,23,57,Y
4028,15748,7,07,10075000,13.7,14.1,SR   93A,0.4,0,0,0,0,0,0,0,0,0,1,1,100,1,1,100,4,7,57,5,8,62,0,0,0,1,1,100,Y
4029,13258,5,05,79210000,0.992,1.492,SR  442,0.5,1,1,100,1,1,100,0,0,0,2,8,25,3,14,21,4,10,40,7,19,37,1,1,100,3,14,21,Y
4030,15523,7,07,10020000,2.7,3,SR  685,0.3,0,0,0,0,0,0,0,0,0,3,14,21,3,22,14,4,5,80,7,19,37,0,0,0,3,22,14,Y
4031,11608,5,05,75020000,2.5,2.9,SR  500,0.4,0,0,0,0,0,0,0,0,0,3,7,43,3,9,33,2,3,67,5,10,50,0,0,0,3,9,33,Y
4032,15589,7,07,10040000,6.3,6.7,SR   45,0.4,0,0,0,0,0,0,0,0,0,5,19,26,5,23,22,8,16,50,13,35,37,0,0,0,5,23,22,Y
4033,13708,6,06,87010000,13.7,13.947,SR    5,0.247,0,0,0,0,0,0,0,0,0,3,12,25,4,17,24,6,11,55,9,23,39,0,0,0,4,17,24,Y
4034,15295,7,07,08020000,13.7,14.1,SR   55,0.4,0,0,0,0,0,0,0,0,0,1,6,17,1,9,11,3,3,100,4,9,44,0,0,0,1,9,11,N
4035,13834,6,06,87026000,4.7,5,SR  860,0.3,0,0,0,0,0,0,0,0,0,5,17,29,14,38,37,14,36,39,19,53,36,0,0,0,14,38,37,Y
4036,11980,5,05,75280000,10.4,10.8,SR  400,0.4,0,0,0,0,0,0,0,0,0,6,15,40,13,23,57,8,16,50,14,31,45,0,0,0,13,23,57,Y
4037,15364,7,07,08150000,10.9,11.3,SR   93,0.4,0,0,0,0,0,0,0,0,0,6,13,46,15,26,58,6,19,32,12,32,38,0,0,0,15,26,58,N
4038,12955,5,05,79060000,11.3,11.7,SR  600,0.4,0,0,0,0,0,0,0,0,0,5,10,50,7,15,47,2,9,22,7,19,37,0,0,0,7,15,47,Y
4039,14359,6,06,87120000,5.6,5.9,SR   90,0.3,1,3,33,2,4,50,1,4,25,40,95,42,88,179,49,41,133,31,82,231,36,2,4,50,89,183,49,Y
4040,11605,5,05,75012000,2.1,2.639,SR  552,0.539,0,1,0,0,1,0,0,1,0,45,109,41,77,170,45,48,140,34,93,250,37,0,1,0,77,171,45,Y
4041,15703,7,07,10070000,3,3.5,SR   39,0.5,0,0,0,0,0,0,0,0,0,4,14,29,5,26,19,9,17,53,13,31,42,0,0,0,5,26,19,Y
4042,16120,7,07,10140000,5.7,6.007,SR   60,0.307,0,0,0,0,0,0,0,0,0,4,8,50,8,15,53,3,3,100,7,11,64,0,0,0,8,15,53,Y
4043,15478,7,07,10010000,14.6,14.9,SR   43,0.3,0,0,0,0,0,0,0,0,0,3,7,43,3,8,38,2,7,29,5,14,36,0,0,0,3,8,38,Y
4044,13180,5,05,79160000,1.6,2.1,SR   15A,0.5,0,0,0,0,0,0,0,0,0,3,13,23,8,21,38,7,15,47,10,28,36,0,0,0,8,21,38,Y
4045,11602,5,05,75012000,1,1.3,SR  552,0.3,1,1,100,1,1,100,1,1,100,46,142,32,62,197,31,58,146,40,105,289,36,1,1,100,63,198,32,Y
4046,15250,7,07,08010000,0.3,1.1,SR   45,0.8,1,1,100,1,1,100,0,0,0,6,10,60,9,17,53,8,12,67,15,23,65,1,1,100,9,17,53,N
4047,11410,5,05,75008000,0.382,1.782,SR  408,1.4,0,0,0,0,0,0,0,0,0,21,52,40,27,66,41,21,35,60,42,87,48,0,0,0,27,66,41,Y
4048,11431,5,05,75008000,10.182,10.482,SR  408,0.3,0,0,0,0,0,0,0,0,0,4,12,33,9,22,41,1,2,50,5,14,36,0,0,0,9,22,41,Y
4049,14890,6,06,87260525,1.3,1.551,SR  826,0.251,0,0,0,0,0,0,0,0,0,6,7,86,7,8,88,4,19,21,10,26,38,0,0,0,7,8,88,Y
4050,14299,6,06,87090005,2.2,2.9,SR   25,0.7,0,0,0,0,0,0,0,0,0,4,9,44,4,9,44,14,40,35,18,49,37,0,0,0,4,9,44,Y
4051,12730,5,05,79002000,43.5,44.1,SR    9,0.6,0,1,0,0,1,0,0,0,0,10,20,50,26,50,52,5,13,38,15,34,44,0,1,0,26,50,52,Y
4052,12385,5,05,77060000,0,0.5,SR  426,0.5,0,0,0,0,0,0,0,0,0,23,61,38,44,99,44,13,26,50,36,87,41,0,0,0,44,99,44,Y
4053,16075,7,07,10130000,6.06,6.36,SR  600,0.3,0,0,0,0,0,0,0,0,0,14,28,50,23,52,44,5,14,36,19,42,45,0,0,0,23,52,44,Y
4054,15952,7,07,10090000,8.99,9.49,SR  574,0.5,1,1,100,1,1,100,0,0,0,9,17,53,12,22,55,11,18,61,21,36,58,1,1,100,12,22,55,Y
4055,13609,6,06,87005000,2.6,2.9,SR  874,0.3,0,0,0,0,0,0,0,0,0,5,15,33,7,26,27,13,31,42,18,46,39,0,0,0,7,26,27,Y
4056,15907,7,07,10075348,0.2,0.5,SR   93A,0.3,0,0,0,0,0,0,0,0,0,9,17,53,11,25,44,7,26,27,16,43,37,0,0,0,11,25,44,Y
4057,12502,5,05,77160000,4.9,5.3,SR  400,0.4,0,0,0,0,0,0,0,0,0,6,12,50,8,16,50,1,7,14,7,19,37,0,0,0,8,16,50,Y
4058,12463,5,05,77120000,4.382,4.882,SR  434,0.5,0,0,0,0,0,0,0,0,0,5,17,29,9,26,35,6,12,50,11,29,38,0,0,0,9,26,35,Y
4059,11977,5,05,75280000,9.2,10.3,SR  400,1.1,0,2,0,0,2,0,0,6,0,38,92,41,59,148,40,55,105,52,93,199,47,0,2,0,59,154,38,Y
4060,15604,7,07,10040000,14.1,14.6,SR   45,0.5,0,0,0,0,0,0,0,0,0,4,8,50,5,11,45,3,6,50,7,14,50,0,0,0,5,11,45,Y
4061,15649,7,07,10060000,13.1,13.5,SR   45,0.4,0,0,0,0,0,0,0,0,0,4,9,44,6,13,46,1,1,100,5,10,50,0,0,0,6,13,46,Y
4062,14635,6,06,87200500,0.1,0.358,SR  836,0.258,0,0,0,0,0,0,0,0,0,3,6,50,4,10,40,8,18,44,11,24,46,0,0,0,4,10,40,Y
4063,13990,6,06,87052000,0.2,0.5,SR  924,0.3,0,0,0,0,0,0,0,0,0,1,5,20,2,6,33,5,11,45,6,16,38,0,0,0,2,6,33,Y
4064,11500,5,05,75008170,3.417,3.917,SR  408,0.5,1,1,100,1,1,100,1,1,100,5,7,71,5,12,42,1,6,17,7,14,50,1,1,100,6,13,46,Y
4065,12691,5,05,79002000,31.3,31.9,SR    9,0.6,1,2,50,1,2,50,0,1,0,8,15,53,15,29,52,9,19,47,18,36,50,1,2,50,15,30,50,Y
4066,15424,7,07,10002037,0,0.233,SR  618,0.233,0,0,0,0,0,0,0,0,0,5,13,38,11,25,44,4,10,40,9,23,39,0,0,0,11,25,44,Y
4067,15379,7,07,10002000,6.685,7.885,SR  618,1.2,1,1,100,1,1,100,0,0,0,14,35,40,16,46,35,14,38,37,29,74,39,1,1,100,16,46,35,Y
4068,11599,5,05,75011003,0,0.3,SR  414,0.3,0,0,0,0,0,0,0,0,0,2,4,50,3,5,60,3,5,60,5,9,56,0,0,0,3,5,60,Y
4069,13687,6,06,87010000,6,6.5,SR    5,0.5,0,0,0,0,0,0,0,0,0,3,5,60,6,9,67,2,4,50,5,9,56,0,0,0,6,9,67,N
4070,13516,6,06,87001000,1.9,3.8,SR   94,1.9,1,3,33,1,3,33,0,2,0,159,387,41,282,702,40,204,571,36,364,961,38,1,3,33,282,704,40,Y
4071,15196,7,07,02030000,1.9,2.3,SR   55,0.4,1,1,100,1,1,100,1,1,100,6,16,38,9,29,31,6,17,35,13,34,38,1,1,100,10,30,33,N
4072,15151,6,06,90060000,11,11.3,SR    5,0.3,0,0,0,0,0,0,0,0,0,2,6,33,3,12,25,7,19,37,9,25,36,0,0,0,3,12,25,N
4073,15112,6,06,90020000,12.2,12.5,SR    5,0.3,0,0,0,0,0,0,0,0,0,1,6,17,1,7,14,3,5,60,4,11,36,0,0,0,1,7,14,N
4074,12286,5,05,75340001,0,0.197,SR  414,0.197,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,4,8,50,4,10,40,0,0,0,0,3,0,Y
4075,11926,5,05,75260000,5.472,5.772,SR  434,0.3,1,1,100,1,1,100,0,0,0,5,13,38,6,18,33,0,3,0,6,17,35,1,1,100,6,18,33,Y
4076,14296,6,06,87090005,1.7,2.1,SR   25,0.4,0,0,0,0,0,0,0,0,0,1,4,25,1,5,20,5,9,56,6,13,46,0,0,0,1,5,20,Y
4077,13348,5,05,92030000,11.6,12.3,SR   15,0.7,0,1,0,0,1,0,0,0,0,8,13,62,12,21,57,3,9,33,11,23,48,0,1,0,12,21,57,Y
4078,14356,6,06,87120000,4.8,5.4,SR   90,0.6,0,0,0,0,0,0,0,0,0,39,100,39,87,188,46,66,185,36,105,285,37,0,0,0,87,188,46,Y
4079,14602,6,06,87200092,0,0.3,SR  836,0.3,0,0,0,0,0,0,0,0,0,5,10,50,6,12,50,9,16,56,14,26,54,0,0,0,6,12,50,Y
4080,13924,6,06,87034000,3.8,4.1,SR  915,0.3,0,1,0,0,1,0,0,1,0,21,51,41,35,81,43,20,58,34,41,110,37,0,1,0,35,82,43,Y
4081,14815,6,06,87260249,0,0.179,SR  826,0.179,0,0,0,0,0,0,0,0,0,5,10,50,7,15,47,3,9,33,8,19,42,0,0,0,7,15,47,Y
4082,12220,5,05,75301003,0,0.3,SR  417,0.3,0,0,0,0,0,0,0,0,0,4,6,67,4,6,67,5,10,50,9,16,56,0,0,0,4,6,67,Y
4083,11497,5,05,75008170,2.517,3.217,SR  408,0.7,0,0,0,0,0,0,0,0,0,4,8,50,11,15,73,4,7,57,8,15,53,0,0,0,11,15,73,Y
4084,14293,6,06,87090005,1.1,1.6,SR   25,0.5,0,0,0,0,0,0,0,0,0,1,4,25,2,5,40,9,14,64,10,18,56,0,0,0,2,5,40,Y
4085,14632,6,06,87200324,0.1,0.5,SR  836,0.4,1,1,100,1,1,100,0,0,0,2,2,100,5,5,100,2,8,25,5,11,45,1,1,100,5,5,100,Y
4086,13045,5,05,79110000,5.1,5.6,SR  400,0.5,0,0,0,0,0,0,0,0,0,9,18,50,12,27,44,9,18,50,18,36,50,0,0,0,12,27,44,Y
4087,15808,7,07,10075000,33.9,34.4,SR   93A,0.5,1,1,100,1,1,100,1,1,100,9,25,36,11,34,32,6,19,32,16,45,36,1,1,100,12,35,34,Y
4088,13159,5,05,79120000,4.2,4.5,SR  415,0.3,1,1,100,1,1,100,1,1,100,4,9,44,4,12,33,1,5,20,6,15,40,1,1,100,5,13,38,Y
4089,16021,7,07,10110000,19.9,20.4,SR   60,0.5,1,1,100,1,1,100,1,1,100,2,2,100,3,3,100,4,6,67,7,9,78,1,1,100,4,4,100,Y
4090,13816,6,06,87026000,0,0.5,SR  860,0.5,0,0,0,0,0,0,0,0,0,26,77,34,61,166,37,35,86,41,61,163,37,0,0,0,61,166,37,Y
4091,14290,6,06,87090005,0.6,1,SR   25,0.4,0,0,0,0,0,0,0,0,0,5,6,83,10,11,91,9,31,29,14,37,38,0,0,0,10,11,91,Y
4092,15013,6,06,87270215,0,0.25,SR    9,0.25,1,1,100,2,2,100,0,0,0,38,87,44,85,166,51,43,87,49,82,175,47,2,2,100,85,166,51,Y
4093,12820,5,05,79010000,30.7,31,SR    5,0.3,0,0,0,0,0,0,0,0,0,5,8,62,6,10,60,1,2,50,6,10,60,0,0,0,6,10,60,Y
4094,14845,6,06,87260329,0,0.3,SR  826,0.3,0,0,0,0,0,0,0,0,0,9,19,47,18,31,58,15,27,56,24,46,52,0,0,0,18,31,58,Y
4095,14812,6,06,87260242,0,0.083,SR  826,0.083,0,0,0,0,0,0,0,0,0,3,6,50,3,7,43,3,9,33,6,15,40,0,0,0,3,7,43,Y
4096,12592,5,05,79001000,1.6,1.9,SR  400,0.3,0,1,0,0,1,0,0,0,0,2,6,33,3,9,33,3,4,75,5,11,45,0,1,0,3,9,33,Y
4097,11494,5,05,75008170,1.417,1.817,SR  408,0.4,0,0,0,0,0,0,0,0,0,3,5,60,3,5,60,3,5,60,6,10,60,0,0,0,3,5,60,Y
4098,11596,5,05,75011002,36.606,36.781,SR  414,0.175,1,1,100,1,1,100,2,2,100,9,17,53,12,23,52,9,24,38,19,42,45,1,1,100,14,25,56,Y
4099,14353,6,06,87120000,3.9,4.7,SR   90,0.8,1,1,100,1,1,100,0,0,0,55,127,43,104,220,47,90,267,34,146,395,37,1,1,100,104,220,47,Y
4100,15547,7,07,10030000,4.5,4.772,SR  600,0.272,1,1,100,1,1,100,0,0,0,32,85,38,61,141,43,37,86,43,70,172,41,1,1,100,61,141,43,Y
4101,12364,5,05,77030000,7.872,8.272,SR   46,0.4,0,0,0,0,0,0,0,0,0,2,8,25,2,10,20,5,10,50,7,18,39,0,0,0,2,10,20,Y
4102,15319,7,07,08070000,2.9,3.3,SR   50,0.4,0,0,0,0,0,0,0,0,0,1,2,50,2,5,40,3,6,50,4,8,50,0,0,0,2,5,40,N
4103,13417,5,05,92090000,5.9,6.5,SR  530,0.6,1,3,33,1,3,33,3,5,60,38,111,34,72,201,36,45,96,47,84,210,40,1,3,33,75,206,36,Y
4104,14287,6,06,87090000,18.6,19.1,SR   25,0.5,2,2,100,2,2,100,0,0,0,16,36,44,19,42,45,32,98,33,50,136,37,2,2,100,19,42,45,Y
4105,11923,5,05,75260000,2.772,3.172,SR  424,0.4,0,0,0,0,0,0,0,0,0,6,9,67,9,12,75,0,4,0,6,13,46,0,0,0,9,12,75,Y
4106,15853,7,07,10075320,0,0.144,SR   93A,0.144,2,2,100,2,2,100,3,3,100,3,6,50,7,13,54,0,2,0,5,10,50,2,2,100,10,16,62,Y
4107,13249,5,05,79190000,8,8.8,SR    5A,0.8,0,0,0,0,0,0,0,0,0,57,146,39,89,207,43,38,114,33,95,260,37,0,0,0,89,207,43,Y
4108,14905,6,06,87260533,0.2,0.7,SR  826,0.5,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,4,5,80,4,7,57,0,1,0,0,3,0,Y
4109,12898,5,05,79040000,11.377,11.977,SR   15,0.6,0,1,0,0,1,0,0,0,0,8,20,40,14,31,45,6,15,40,14,36,39,0,1,0,14,31,45,Y
4110,16144,7,07,10150000,3.2,3.6,SR  580,0.4,2,3,67,2,3,67,3,4,75,14,38,37,29,67,43,19,44,43,35,85,41,2,3,67,32,71,45,Y
4111,13825,6,06,87026000,2.3,2.9,SR  860,0.6,0,0,0,0,0,0,0,0,0,8,25,32,8,32,25,23,61,38,31,86,36,0,0,0,8,32,25,Y
4112,12670,5,05,79002000,25.2,25.7,SR    9,0.5,0,0,0,0,0,0,0,0,0,7,15,47,10,20,50,5,13,38,12,28,43,0,0,0,10,20,50,Y
4113,15967,7,07,10090000,13.39,13.89,SR  574,0.5,0,0,0,0,0,0,0,0,0,1,2,50,1,2,50,4,4,100,5,6,83,0,0,0,1,2,50,Y
4114,14914,6,06,87270000,2.1,2.9,SR    9A,0.8,0,0,0,0,0,0,0,0,0,44,109,40,77,176,44,67,164,41,111,273,41,0,0,0,77,176,44,Y
4115,15664,7,07,10060000,19.9,20.2,SR   45,0.3,0,0,0,0,0,0,0,0,0,3,4,75,6,8,75,1,6,17,4,10,40,0,0,0,6,8,75,Y
4116,12946,5,05,79060000,8.2,8.7,SR  600,0.5,0,0,0,0,0,0,0,0,0,2,4,50,2,5,40,2,2,100,4,6,67,0,0,0,2,5,40,N
4117,11491,5,05,75008166,0,0.168,SR  408,0.168,0,0,0,0,0,0,0,0,0,8,20,40,12,27,44,4,7,57,12,27,44,0,0,0,12,27,44,Y
4118,14629,6,06,87200127,0,0.126,SR  836,0.126,0,0,0,0,0,0,0,0,0,2,4,50,2,7,29,4,11,36,6,15,40,0,0,0,2,7,29,Y
4119,13495,5,05,92130002,1,1.3,SR  400,0.3,0,0,0,0,0,0,0,0,0,2,2,100,3,3,100,3,3,100,5,5,100,0,0,0,3,3,100,N
4120,15976,7,07,10110000,1.9,2.6,SR   60,0.7,2,2,100,2,2,100,0,0,0,18,57,32,28,102,27,31,69,45,51,128,40,2,2,100,28,102,27,Y
4121,15439,7,07,10005000,1.4,2.1,SR  599,0.7,1,1,100,1,1,100,2,2,100,27,62,44,39,99,39,11,31,35,39,94,41,1,1,100,41,101,41,Y
4122,11428,5,05,75008000,8.882,9.782,SR  408,0.9,0,0,0,0,0,0,0,0,0,28,71,39,44,92,48,20,47,43,48,118,41,0,0,0,44,92,48,Y
4123,12265,5,05,75320000,29.7,30.5,SR  429,0.8,0,0,0,0,0,0,0,0,0,5,10,50,5,11,45,4,8,50,9,18,50,0,0,0,5,11,45,Y
4124,15211,7,07,02030000,15.3,15.7,SR   55,0.4,0,0,0,0,0,0,0,0,0,3,7,43,3,7,43,2,5,40,5,12,42,0,0,0,3,7,43,N
4125,15673,7,07,10060000,22.3,22.6,SR   45,0.3,0,0,0,0,0,0,0,0,0,4,14,29,4,18,22,8,13,62,12,27,44,0,0,0,4,18,22,Y
4126,12721,5,05,79002000,41.6,41.9,SR    9,0.3,0,0,0,0,0,0,0,0,0,2,5,40,2,6,33,3,3,100,5,8,62,0,0,0,2,6,33,Y
4127,13327,5,05,92030000,2.6,2.9,SR  500,0.3,0,0,0,0,0,0,0,0,0,10,17,59,21,36,58,2,11,18,12,28,43,0,0,0,21,36,58,Y
4128,14350,6,06,87120000,1.9,3.4,SR   90,1.5,2,3,67,3,4,75,2,3,67,30,68,44,66,123,54,52,116,45,84,187,45,3,4,75,68,126,54,Y
4129,12493,5,05,77160000,2.4,3.1,SR  400,0.7,4,4,100,5,5,100,3,3,100,19,48,40,25,67,37,11,38,29,34,90,38,5,5,100,28,70,40,Y
4130,14599,6,06,87200091,0,0.213,SR  836,0.213,0,0,0,0,0,0,0,0,0,13,40,32,14,59,24,82,230,36,95,270,35,0,0,0,14,59,24,Y
4131,15448,7,07,10010000,1.2,1.7,SR   43,0.5,0,1,0,0,1,0,0,3,0,4,6,67,5,8,62,2,5,40,6,12,50,0,1,0,5,11,45,Y
4132,12454,5,05,77120000,1.882,2.182,SR  434,0.3,1,1,100,1,1,100,0,0,0,20,42,48,29,56,52,20,50,40,41,93,44,1,1,100,29,56,52,Y
4133,11593,5,05,75011002,36.206,36.506,SR  414,0.3,0,0,0,0,0,0,0,0,0,3,4,75,6,8,75,3,4,75,6,8,75,0,0,0,6,8,75,Y
4134,15220,7,07,02030000,19.7,20.2,SR   55,0.5,0,0,0,0,0,0,0,0,0,10,15,67,16,28,57,10,13,77,20,28,71,0,0,0,16,28,57,N
4135,13678,6,06,87010000,3,3.3,SR    5,0.3,0,0,0,0,0,0,0,0,0,1,3,33,1,5,20,3,8,38,4,11,36,0,0,0,1,5,20,N
4136,14284,6,06,87090000,17.5,17.8,SR   25,0.3,0,2,0,0,2,0,0,3,0,25,50,50,39,81,48,49,138,36,74,190,39,0,2,0,39,84,46,Y
4137,14596,6,06,87200090,0,0.175,SR  836,0.175,0,0,0,0,0,0,0,0,0,1,4,25,3,7,43,6,15,40,7,19,37,0,0,0,3,7,43,Y
4138,11974,5,05,75280000,8.1,9.1,SR  400,1,2,2,100,2,2,100,1,1,100,33,87,38,55,154,36,37,79,47,72,168,43,2,2,100,56,155,36,Y
4139,13903,6,06,87030000,18.5,18.9,SR    5,0.4,1,2,50,1,2,50,0,0,0,21,52,40,41,87,47,21,64,33,43,118,36,1,2,50,41,87,47,Y
4140,14626,6,06,87200126,0,0.149,SR  836,0.149,0,0,0,0,0,0,0,0,0,3,6,50,6,10,60,2,6,33,5,12,42,0,0,0,6,10,60,Y
4141,13150,5,05,79110070,0,0.231,SR  400,0.231,0,0,0,0,0,0,0,0,0,1,8,12,1,9,11,10,23,43,11,31,35,0,0,0,1,9,11,Y
4142,16045,7,07,10120000,5.4,5.9,SR  674,0.5,0,0,0,0,0,0,0,0,0,4,10,40,8,17,47,5,11,45,9,21,43,0,0,0,8,17,47,Y
4143,16036,7,07,10120000,0.2,0.7,SR  674,0.5,0,0,0,0,0,0,0,0,0,3,9,33,3,19,16,5,7,71,8,16,50,0,0,0,3,19,16,Y
